Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
138,Santiago Ascacíbar,ARG,MF,Hertha BSC,Bundesliga,23,1997,8.5,353,328,25,23,1,74,11,3,0,0,0,0,254,37,62,68,256,19,2,3,294,1,7,9,8,Matches
139,Sergio Asenjo,ESP,GK,Villarreal,La Liga,31,1989,36.0,1307,945,362,77,0,103,36,0,0,0,0,0,776,53,478,200,882,1,0,191,1033,3,25,8,1,Matches
140,Marco Asensio,ESP,"FW,MF",Real Madrid,La Liga,24,1996,20.8,1007,944,63,11,4,155,39,76,33,8,6,3,748,120,139,851,109,14,19,8,808,3,16,21,48,Matches
141,Kristoffer Askildsen,NOR,MF,Sampdoria,Serie A,19,2001,1.1,19,19,0,0,0,4,0,1,0,0,0,0,10,5,4,8,9,2,0,0,8,0,2,0,1,Matches
142,Iago Aspas,ESP,FW,Celta Vigo,La Liga,32,1987,31.8,1254,1208,46,15,9,256,29,39,1,1,0,0,974,169,111,885,285,50,11,7,965,11,17,51,56,Matches
143,Roger Assalé,CIV,"FW,MF",Dijon,Ligue 1,26,1993,9.2,183,177,6,2,0,35,3,5,0,0,0,0,138,26,19,28,136,11,1,1,126,1,2,13,7,Matches
144,Miguel Atienza,ESP,MF,Eibar,La Liga,21,1999,9.3,336,333,3,3,0,77,9,3,0,0,0,0,227,40,69,25,259,27,0,3,270,1,10,12,5,Matches
145,Youcef Attal,ALG,"DF,MF",Nice,Ligue 1,24,1996,10.6,633,537,96,11,0,79,14,41,1,0,1,0,438,122,73,28,497,16,84,1,508,0,15,17,20,Matches
146,Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,31,1989,25.9,691,670,21,1,6,141,9,47,1,0,0,0,495,102,94,76,564,17,3,9,518,9,5,16,23,Matches
147,Emil Audero,ITA,GK,Sampdoria,Serie A,23,1997,37.0,1256,877,379,118,2,95,23,0,0,0,0,0,562,74,620,114,914,1,0,175,874,2,26,5,3,Matches
148,Tommaso Augello,ITA,DF,Sampdoria,Serie A,25,1994,35.7,2046,1694,352,38,0,203,28,118,2,0,1,0,1153,420,473,1554,90,61,312,2,1567,3,26,49,78,Matches
149,Jean-Kévin Augustin,FRA,FW,Nantes,Ligue 1,23,1997,0.4,5,3,2,1,0,0,0,0,0,0,0,0,3,2,0,0,5,0,0,0,5,0,0,0,0,Matches
150,Ludwig Augustinsson,SWE,DF,Werder Bremen,Bundesliga,26,1994,21.7,1167,850,317,55,0,138,51,84,70,23,37,7,486,261,420,806,84,52,192,2,779,6,27,28,40,Matches
151,Serge Aurier,CIV,DF,Tottenham,Premier League,27,1992,17.8,954,791,163,5,3,108,13,21,0,0,0,0,576,194,184,69,654,51,158,1,769,0,7,22,25,Matches
152,Charlie Austin,ENG,FW,West Brom,Premier League,31,1989,1.5,34,32,2,0,0,12,0,1,0,0,0,0,16,10,8,3,18,6,0,0,25,1,0,1,1,Matches
153,Ezequiel Ávila,ARG,"MF,FW",Osasuna,La Liga,26,1994,2.2,57,56,1,0,0,7,4,2,0,0,0,0,18,21,18,14,27,8,0,5,32,0,1,3,2,Matches
154,Taiwo Awoniyi,NGA,FW,Union Berlin,Bundesliga,22,1997,15.1,301,296,5,0,0,100,4,3,0,0,0,0,178,78,45,52,189,20,1,19,208,1,12,10,15,Matches
155,Mehmet-Can Aydin,GER,DF,Schalke 04,Bundesliga,18,2002,5.6,203,153,50,1,0,28,0,11,0,0,0,0,96,58,49,18,118,10,49,0,139,0,5,12,9,Matches
156,Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,28,1991,23.3,654,636,18,4,0,141,10,18,0,0,0,0,519,85,50,42,553,25,2,7,514,1,7,25,23,Matches
157,Kaan Ayhan,TUR,DF,Sassuolo,Serie A,25,1994,8.8,562,528,34,7,0,37,6,3,0,0,0,0,475,52,35,48,470,10,27,1,516,1,7,8,9,Matches
158,Luke Ayling,ENG,DF,Leeds United,Premier League,28,1991,37.8,2661,2302,359,54,4,244,90,70,0,0,0,0,1574,491,596,208,2006,97,305,7,2109,7,46,68,67,Matches
159,Ramon Azeez,NGA,"MF,DF",Granada,La Liga,27,1992,1.1,38,37,1,0,0,5,0,1,0,0,0,0,28,2,8,5,27,3,1,0,28,0,1,1,0,Matches
160,César Azpilicueta,ESP,DF,Chelsea,Premier League,30,1989,24.3,2015,1830,185,35,4,128,12,29,0,0,0,0,1500,265,250,165,1585,77,150,7,1763,4,18,37,39,Matches
161,Ludovic Baal,GUF,DF,Brest,Ligue 1,34,1986,3.3,254,232,22,8,0,31,5,2,0,0,0,0,182,36,36,218,9,7,14,0,215,0,6,5,2,Matches
162,Carlos Bacca,COL,FW,Villarreal,La Liga,33,1986,8.7,165,152,13,0,1,50,5,6,0,0,0,0,105,38,22,5,140,6,1,3,111,0,6,4,9,Matches
163,Loïc Bade,FRA,DF,Lens,Ligue 1,20,2000,29.0,1891,1848,43,36,0,193,79,6,0,0,0,0,1530,87,274,134,1615,76,3,6,1667,3,41,24,11,Matches
164,Milan Badelj,CRO,MF,Genoa,Serie A,31,1989,26.8,1594,1525,69,57,4,214,84,12,1,1,0,0,1074,214,306,247,1266,62,3,2,1298,7,24,46,29,Matches
165,Édgar Badía,ESP,GK,Elche,La Liga,28,1992,30.0,1147,776,371,86,0,100,17,0,0,0,0,0,553,51,543,109,828,0,2,144,867,1,19,6,2,Matches
166,Alex Baena,ESP,MF,Villarreal,La Liga,19,2001,1.5,55,53,2,2,0,10,0,3,0,0,0,0,42,9,4,4,45,5,0,1,42,1,1,2,2,Matches
167,Miguel Baeza,ESP,"MF,FW",Celta Vigo,La Liga,20,2000,6.0,217,204,13,3,1,47,3,6,6,3,1,0,148,33,36,165,26,11,4,3,177,0,2,6,6,Matches
168,Stéphane Bahoken,CMR,FW,Angers,Ligue 1,28,1992,18.0,349,321,28,0,4,91,3,19,0,0,0,0,244,69,36,24,286,15,1,11,249,0,2,19,19,Matches
169,Leon Bailey,JAM,"FW,MF",Leverkusen,Bundesliga,22,1997,23.8,961,867,94,11,4,170,66,91,60,16,24,2,596,158,207,710,190,26,21,3,676,5,21,30,53,Matches
170,Eric Bailly,CIV,DF,Manchester Utd,Premier League,26,1994,10.2,547,532,15,14,0,50,10,0,0,0,0,0,452,41,54,65,443,23,1,2,494,0,4,10,3,Matches
171,Stefan Bajic,FRA,GK,Saint-Étienne,Ligue 1,18,2001,1.0,36,28,8,1,0,2,0,0,0,0,0,0,18,1,17,3,23,0,0,9,22,0,2,0,0,Matches
172,Tiemoué Bakayoko,FRA,MF,Napoli,Serie A,25,1994,21.8,1209,1180,29,29,0,200,27,1,0,0,0,0,1002,112,95,233,917,28,0,4,1091,3,9,17,19,Matches
173,Mitchel Bakker,NED,DF,Paris S-G,Ligue 1,20,2000,18.8,1342,1211,131,12,0,123,15,49,0,0,0,0,1035,204,103,1040,138,28,119,4,1192,0,14,23,21,Matches
174,Ridle Baku,GER,"FW,DF",Wolfsburg,Bundesliga,22,1998,29.8,1461,1250,211,11,4,214,29,88,7,3,0,0,879,287,295,247,959,49,193,2,1096,4,19,51,64,Matches
175,Ridle Baku,GER,DF,Mainz 05,Bundesliga,22,1998,2.0,88,71,17,1,0,8,0,3,0,0,0,0,46,16,26,15,56,1,16,0,62,0,1,1,3,Matches
176,Dilane Bakwa,FRA,"FW,MF",Bordeaux,Ligue 1,17,2002,0.6,40,40,0,0,0,9,1,0,0,0,0,0,34,4,2,32,6,0,0,0,36,0,1,0,1,Matches
177,Fabián Balbuena,PAR,DF,West Ham,Premier League,28,1991,13.3,465,439,26,23,0,32,17,0,0,0,0,0,289,41,135,52,377,24,3,1,357,3,10,5,7,Matches
178,Keita Baldé,SEN,FW,Sampdoria,Serie A,25,1995,13.3,317,299,18,1,1,94,4,11,2,2,0,0,226,58,33,64,219,10,2,10,237,0,6,11,11,Matches
179,George Baldock,ENG,DF,Sheffield Utd,Premier League,27,1993,31.0,1160,951,209,3,0,149,15,51,0,0,0,0,655,266,239,58,838,41,206,5,911,2,18,23,54,Matches
180,Gareth Bale,WAL,FW,Tottenham,Premier League,31,1989,10.2,408,376,32,9,1,91,32,29,13,10,1,1,225,76,107,332,29,20,10,4,284,1,7,17,18,Matches
181,Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,32,1988,18.8,936,743,193,23,0,93,14,27,0,0,0,0,529,187,220,642,69,48,170,1,710,3,18,28,43,Matches
182,Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,21,1999,18.2,1046,990,56,39,0,86,36,1,0,0,0,0,824,81,141,82,897,37,16,3,918,0,14,8,15,Matches
183,Fodé Ballo-Touré,SEN,DF,Monaco,Ligue 1,23,1997,7.4,430,352,78,7,0,46,12,26,0,0,0,0,273,90,67,307,29,16,71,0,352,2,4,8,11,Matches
184,Botond Balogh,HUN,DF,Parma,Serie A,18,2002,1.8,83,78,5,2,0,11,5,0,0,0,0,0,52,8,23,8,66,5,3,0,62,0,1,3,4,Matches
185,Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,30,1990,15.0,875,684,191,13,1,98,6,37,0,0,0,0,516,149,210,26,635,26,178,2,670,1,14,21,33,Matches
186,Jonathan Bamba,FRA,MF,Lille,Ligue 1,24,1996,33.2,1691,1510,181,48,9,256,71,62,74,27,41,5,1215,208,268,162,1418,33,58,8,1331,10,18,49,54,Matches
187,Robson Bambu,BRA,DF,Nice,Ligue 1,22,1997,11.6,804,766,38,26,0,89,18,0,0,0,0,0,669,52,83,157,607,22,12,3,709,0,12,12,16,Matches
188,Patrick Bamford,ENG,FW,Leeds United,Premier League,26,1993,33.9,506,418,88,1,4,101,0,5,2,0,0,0,373,98,35,329,111,22,1,20,386,3,10,23,22,Matches
189,Mattia Bani,ITA,DF,Genoa,Serie A,26,1993,10.2,518,497,21,18,0,46,15,0,0,0,0,0,352,50,116,43,415,29,3,3,438,1,7,3,7,Matches
190,Mattia Bani,ITA,DF,Parma,Serie A,26,1993,12.7,703,675,28,22,0,41,14,3,0,0,0,0,560,48,95,63,599,19,5,4,638,0,10,7,3,Matches
191,Simon Banza,FRA,FW,Lens,Ligue 1,23,1996,15.2,318,308,10,1,1,102,9,11,0,0,0,0,196,68,54,55,195,20,0,7,237,3,6,5,11,Matches
192,Antonín Barák,CZE,"MF,FW",Hellas Verona,Serie A,25,1994,30.7,1314,1274,40,22,3,284,24,17,1,0,0,1,901,199,214,980,174,86,14,9,1027,10,16,35,54,Matches
193,Federico Barba,ITA,DF,Benevento,Serie A,26,1993,29.5,1386,1149,237,65,1,135,26,30,0,0,0,0,875,208,303,963,179,63,165,2,1115,3,34,25,29,Matches
194,Danilo Barbosa,BRA,DF,Nice,Ligue 1,24,1996,2.8,202,199,3,3,0,16,2,0,0,0,0,0,167,13,22,42,147,8,0,1,178,1,2,1,2,Matches
195,Barcia,ESP,DF,Granada,La Liga,19,2000,1.0,34,25,9,0,0,6,0,1,0,0,0,0,10,9,15,1,19,3,9,0,13,0,1,1,2,Matches
196,Melvin Bard,FRA,DF,Lyon,Ligue 1,19,2000,4.8,383,318,65,5,0,43,4,14,0,0,0,0,256,55,72,293,10,11,60,1,309,0,9,9,9,Matches
197,Enis Bardhi,MKD,MF,Levante,La Liga,25,1995,18.7,905,815,90,30,2,184,40,35,48,11,11,3,616,106,183,148,725,13,11,4,678,11,19,27,32,Matches
198,Phil Bardsley,SCO,DF,Burnley,Premier League,35,1985,3.0,165,127,38,1,0,23,5,7,0,0,0,0,60,41,64,12,101,13,37,0,116,1,4,1,9,Matches
199,Nicolò Barella,ITA,MF,Inter,Serie A,23,1997,32.2,1934,1897,37,18,7,342,39,50,2,2,0,0,1412,267,255,252,1602,30,17,6,1605,7,22,45,61,Matches
200,Philipp Bargfrede,GER,MF,Werder Bremen,Bundesliga,31,1989,0.3,11,11,0,0,0,4,0,1,0,0,0,0,5,5,1,1,8,1,0,0,10,0,0,0,1,Matches
201,Kike Barja,ESP,"MF,FW",Osasuna,La Liga,23,1997,15.9,511,496,15,3,0,139,26,53,3,1,0,0,318,99,94,128,343,14,7,1,353,3,21,9,37,Matches
202,Ross Barkley,ENG,MF,Aston Villa,Premier League,26,1993,17.0,764,667,97,23,0,170,22,20,54,19,10,11,534,104,126,100,602,32,4,4,619,2,8,15,20,Matches
203,Ross Barkley,ENG,MF,Chelsea,Premier League,26,1993,0.5,26,26,0,0,1,7,1,0,0,0,0,0,18,4,4,4,17,2,0,0,22,0,0,2,0,Matches
204,Aymen Barkok,MAR,"FW,MF",Eint Frankfurt,Bundesliga,22,1998,10.9,498,437,61,10,4,105,16,17,28,4,13,3,350,58,90,90,354,17,20,2,361,0,8,19,13,Matches
205,Ashley Barnes,ENG,FW,Burnley,Premier League,30,1989,14.8,307,303,4,1,0,109,4,6,0,0,0,0,170,65,72,39,186,28,0,12,195,2,5,11,14,Matches
206,Harvey Barnes,ENG,"FW,MF",Leicester City,Premier League,22,1997,21.6,626,623,3,1,3,135,7,18,0,0,0,0,452,90,84,54,516,31,2,5,468,1,11,15,30,Matches
207,Marc Baró,ESP,DF,Cádiz,La Liga,20,1999,1.0,19,9,10,2,0,2,2,2,2,0,1,1,4,6,9,10,1,2,6,0,10,0,1,1,2,Matches
208,Antonio Barragán,ESP,DF,Elche,La Liga,33,1987,24.8,1321,1113,208,46,1,126,37,35,1,1,0,0,847,200,274,153,945,43,161,2,1095,4,19,30,25,Matches
209,Antonio Barreca,ITA,DF,Fiorentina,Serie A,25,1995,0.9,48,33,15,1,0,2,0,4,3,0,2,1,20,11,17,35,0,1,11,0,31,0,0,0,4,Matches
210,Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,20,2000,25.6,713,701,12,11,2,153,5,6,0,0,0,0,407,115,191,111,470,77,1,10,474,2,13,15,36,Matches
211,Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,La Liga,18,2001,14.5,411,399,12,3,1,79,6,28,1,0,0,0,292,55,64,66,316,17,8,1,294,1,12,16,25,Matches
212,Jacob Barrett Laursen,DEN,DF,Arminia,Bundesliga,25,1994,12.3,562,447,115,11,1,70,5,16,0,0,0,0,328,98,136,308,114,27,104,4,438,0,8,12,25,Matches
213,Musa Barrow,GAM,"FW,MF",Bologna,Serie A,21,1998,32.5,1176,1053,123,33,2,184,80,68,65,42,12,4,738,177,261,126,956,50,14,8,838,8,22,48,40,Matches
214,Kyle Bartley,ENG,DF,West Brom,Premier League,29,1991,28.7,809,776,33,23,1,141,29,4,0,0,0,0,514,80,215,95,570,78,10,1,630,2,27,10,8,Matches
215,Paolo Bartolomei,ITA,MF,Spezia,Serie A,30,1989,3.6,127,121,6,1,0,14,8,9,4,0,4,0,83,20,24,10,111,4,1,0,92,0,3,0,5,Matches
216,Marc Bartra,ESP,DF,Betis,La Liga,29,1991,18.8,963,913,50,43,0,88,29,4,0,0,0,0,672,74,217,62,822,44,7,5,782,5,15,7,6,Matches
217,Daniele Baselli,ITA,MF,Torino,Serie A,28,1992,4.4,226,204,22,9,0,31,16,2,12,2,6,3,140,33,53,21,177,16,0,3,170,4,2,7,9,Matches
218,Chris Basham,ENG,"DF,MF",Sheffield Utd,Premier League,32,1988,28.6,1105,1040,65,14,1,116,14,24,0,0,0,0,764,136,205,134,790,82,51,5,900,2,26,15,23,Matches
219,Toma Bašić,CRO,MF,Bordeaux,Ligue 1,23,1996,28.9,1300,1242,58,33,1,194,40,32,22,10,5,4,979,109,212,1080,162,33,3,1,1069,4,24,25,23,Matches
220,Álvaro Bastida,ESP,MF,Cádiz,La Liga,16,2004,0.4,10,10,0,0,0,2,0,0,0,0,0,0,3,1,6,1,7,1,0,0,5,0,0,1,1,Matches
221,Alessandro Bastoni,ITA,DF,Inter,Serie A,21,1999,32.5,2291,2177,114,57,2,233,65,16,0,0,0,0,1747,235,309,1885,280,55,32,7,2059,9,18,37,34,Matches
222,Simone Bastoni,ITA,DF,Spezia,Serie A,23,1996,16.9,1067,871,196,27,4,125,23,45,34,4,26,1,600,230,237,742,151,23,135,2,807,6,33,14,42,Matches
223,Bastos,ANG,DF,Lazio,Serie A,29,1991,0.7,42,40,2,2,0,3,0,0,0,0,0,0,35,5,2,17,24,1,0,0,39,0,1,0,0,Matches
224,Michy Batshuayi,BEL,FW,Crystal Palace,Premier League,26,1993,8.1,168,155,13,1,1,46,0,7,0,0,0,0,115,35,18,27,121,7,2,2,118,0,1,6,12,Matches
225,Rodrigo Battaglia,ARG,MF,Alavés,La Liga,29,1991,27.7,1035,985,50,46,0,189,27,6,2,1,1,0,733,127,175,175,749,76,0,3,871,2,17,22,23,Matches
226,Cristian Battocchio,ITA,"MF,FW",Brest,Ligue 1,28,1992,3.9,209,189,20,7,1,18,9,7,12,7,2,0,152,22,35,20,177,8,1,2,168,1,5,2,2,Matches
227,Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,30,1990,31.0,1352,1046,306,102,0,84,30,0,0,0,0,0,862,41,449,190,947,2,0,175,1065,2,35,4,2,Matches
228,Julian Baumgartlinger,AUT,MF,Leverkusen,Bundesliga,32,1988,11.9,668,647,21,19,0,134,22,2,0,0,0,0,474,79,115,96,522,28,1,3,579,1,8,7,13,Matches
229,Christoph Baumgartner,AUT,"MF,FW",Hoffenheim,Bundesliga,20,1999,26.3,954,893,61,17,0,219,24,18,4,2,1,0,655,138,161,85,764,44,12,13,725,4,14,26,37,Matches
230,Jon Bautista,ESP,"FW,MF",Real Sociedad,La Liga,25,1995,4.1,89,82,7,0,0,31,2,3,3,2,0,1,49,18,22,17,46,10,0,1,55,0,2,2,2,Matches
231,Paul Baysse,FRA,DF,Bordeaux,Ligue 1,32,1988,29.0,1677,1619,58,52,4,145,52,2,0,0,0,0,1327,110,240,288,1271,74,5,6,1502,2,10,16,11,Matches
232,Noah Joel Sarenren Bazee,NGA,"FW,MF",Augsburg,Bundesliga,23,1996,0.4,13,12,1,0,0,3,0,0,0,0,0,0,5,4,4,1,6,2,0,1,6,0,2,1,1,Matches
233,Ihlas Bebou,TOG,FW,Hoffenheim,Bundesliga,26,1994,24.4,633,606,27,0,1,166,15,43,0,0,0,0,431,120,82,53,503,27,9,5,480,2,5,23,23,Matches
234,Rodrigo Becão,BRA,DF,Udinese,Serie A,24,1996,30.9,1378,1314,64,58,0,128,34,9,0,0,0,0,1111,109,158,117,1177,38,6,5,1211,4,12,18,16,Matches
235,Sheraldo Becker,NED,"FW,MF",Union Berlin,Bundesliga,25,1995,12.3,336,330,6,0,1,59,12,53,0,0,0,0,186,74,76,48,250,23,4,4,212,2,10,12,19,Matches
236,Timo Becker,GER,DF,Schalke 04,Bundesliga,23,1997,18.2,785,672,113,17,0,105,14,20,0,0,0,0,496,144,145,56,596,27,96,1,606,2,17,27,30,Matches
237,Jan Bednarek,POL,DF,Southampton,Premier League,24,1996,34.4,2005,1916,89,44,1,251,30,0,0,0,0,0,1430,178,397,326,1447,132,45,7,1697,2,35,23,18,Matches
238,Donny van de Beek,NED,"MF,FW",Manchester Utd,Premier League,23,1997,5.8,279,275,4,2,0,44,4,4,0,0,0,0,237,25,17,21,248,5,2,2,235,0,2,8,13,Matches
239,Valon Behrami,SUI,MF,Genoa,Serie A,35,1985,9.9,219,212,7,5,1,42,1,2,0,0,0,0,142,40,37,16,170,18,2,1,165,1,1,7,1,Matches
240,Brian Behrendt,GER,DF,Arminia,Bundesliga,28,1991,0.9,56,39,17,3,0,9,5,1,0,0,0,0,17,25,14,0,37,3,14,0,41,0,1,1,2,Matches
241,Maximilian Beier,GER,FW,Hoffenheim,Bundesliga,17,2002,0.1,5,5,0,0,0,2,0,0,0,0,0,0,4,1,0,1,3,1,0,0,5,0,0,0,0,Matches
242,Ishak Belfodil,ALG,FW,Hoffenheim,Bundesliga,28,1992,6.6,151,135,16,0,1,29,0,4,0,0,0,0,102,34,15,10,122,9,3,2,108,1,3,10,5,Matches
243,Erwan Belhadji,FRA,FW,Dijon,Ligue 1,19,2001,0.3,7,7,0,0,0,1,0,0,0,0,0,0,6,1,0,2,5,0,0,0,6,0,1,0,0,Matches
244,Haris Belkebla,ALG,MF,Brest,Ligue 1,26,1994,30.3,1425,1386,39,32,2,209,28,13,1,0,0,0,1142,125,158,176,1180,35,5,4,1245,1,22,15,26,Matches
245,Stefan Bell,GER,DF,Mainz 05,Bundesliga,28,1991,14.1,531,501,30,20,0,78,11,2,0,0,0,0,310,81,140,77,356,49,10,0,418,5,11,6,7,Matches
246,Karim Bellarabi,GER,"FW,MF",Leverkusen,Bundesliga,30,1990,8.9,412,391,21,1,0,67,14,52,0,0,0,0,263,79,70,32,348,7,19,4,293,4,8,15,25,Matches
247,Jean-Ricner Bellegarde,FRA,"MF,FW",Strasbourg,Ligue 1,22,1998,23.2,790,753,37,7,2,147,34,33,27,12,5,3,519,123,148,171,561,33,3,4,615,4,20,12,35,Matches
248,Héctor Bellerín,ESP,DF,Arsenal,Premier League,25,1995,23.2,1302,1137,165,9,2,181,14,51,0,0,0,0,853,287,162,107,959,58,156,3,1079,3,17,29,38,Matches
249,Jude Bellingham,ENG,MF,Dortmund,Bundesliga,17,2003,18.9,1068,1050,18,12,2,164,31,21,0,0,0,0,869,110,89,133,880,27,2,5,889,4,17,30,31,Matches
250,Andrea Belotti,ITA,FW,Torino,Serie A,26,1993,32.1,728,676,52,5,10,204,27,22,1,1,0,0,457,159,112,135,483,38,3,12,502,4,11,24,46,Matches
251,Fran Beltrán,ESP,MF,Celta Vigo,La Liga,21,1999,15.5,780,758,22,15,0,113,18,4,3,0,2,0,620,88,72,77,661,29,2,4,708,0,10,12,8,Matches
252,Sami Ben Amar,MAR,MF,Nîmes,Ligue 1,22,1998,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,2,0,0,0,0,Matches
253,Hatem Ben Arfa,FRA,"MF,FW",Bordeaux,Ligue 1,33,1987,18.9,897,758,139,49,2,178,49,37,47,15,14,8,659,82,156,725,131,17,18,2,711,2,16,23,19,Matches
254,Salim Ben Seghir,FRA,DF,Nice,Ligue 1,17,2003,0.1,8,8,0,0,0,1,0,0,0,0,0,0,8,0,0,1,7,0,0,0,8,0,0,0,0,Matches
255,Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,29,1990,29.0,873,802,71,4,10,208,12,22,0,0,0,0,605,139,129,406,376,41,5,14,643,4,10,28,36,Matches
256,Ahmad Benali,LBY,MF,Crotone,Serie A,28,1992,13.5,779,724,55,29,0,116,23,16,19,6,7,3,598,77,104,166,572,24,7,1,661,2,7,14,17,Matches
257,Samy Benchama,FRA,"MF,DF",Montpellier,Ligue 1,20,2000,0.5,20,20,0,0,0,3,1,0,0,0,0,0,11,7,2,4,14,2,0,0,16,0,1,1,0,Matches
258,Lars Bender,GER,DF,Leverkusen,Bundesliga,31,1989,10.4,707,608,99,9,1,101,14,9,0,0,0,0,448,115,144,72,502,32,90,3,588,3,4,14,22,Matches
259,Sven Bender,GER,DF,Leverkusen,Bundesliga,31,1989,13.0,1002,982,20,20,0,85,18,4,0,0,0,0,827,69,106,197,743,39,0,7,917,0,10,5,3,Matches
260,Darío Benedetto,ARG,FW,Marseille,Ligue 1,30,1990,17.5,350,332,18,0,2,71,18,15,0,0,0,0,204,78,68,50,246,24,0,9,238,0,11,9,12,Matches
261,László Bénes,SVK,"MF,FW",Augsburg,Bundesliga,22,1997,7.3,264,223,41,23,0,83,12,10,18,13,4,0,125,43,96,207,24,17,0,5,174,3,2,12,9,Matches
262,László Bénes,SVK,MF,M'Gladbach,Bundesliga,22,1997,1.7,110,86,24,15,0,10,4,2,9,2,5,2,73,11,26,87,17,5,0,1,80,1,4,2,3,Matches
263,Walter Benítez,ARG,GK,Nice,Ligue 1,27,1993,38.0,1226,866,360,57,0,117,21,0,0,0,0,0,812,59,355,170,839,1,1,172,990,4,21,8,0,Matches
264,Loris Benito,SUI,DF,Bordeaux,Ligue 1,28,1992,29.5,1779,1497,282,44,1,180,11,33,2,0,0,0,1233,263,283,1213,247,51,236,6,1509,3,16,25,41,Matches
265,Sergio Benito,ESP,FW,Valladolid,La Liga,21,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
266,Bilal Benkhedim,FRA,FW,Saint-Étienne,Ligue 1,19,2001,0.8,49,40,9,3,0,8,2,4,6,3,0,2,36,2,11,1,48,0,0,0,33,0,0,1,3,Matches
267,Djamel Benlamri,ALG,DF,Lyon,Ligue 1,30,1989,1.7,77,74,3,2,0,6,7,0,0,0,0,0,61,6,10,3,68,4,1,1,71,0,1,1,0,Matches
268,Ismaël Bennacer,ALG,MF,Milan,Serie A,22,1997,14.7,983,948,35,28,1,138,29,7,7,2,3,0,765,70,148,855,84,27,0,4,851,7,11,20,18,Matches
269,Saïd Benrahma,ALG,"FW,MF",West Ham,Premier League,24,1995,15.5,527,515,12,1,3,82,10,39,0,0,0,0,393,61,73,74,430,13,5,3,411,3,8,17,16,Matches
270,Yassine Benrahou,FRA,MF,Nîmes,Ligue 1,21,1999,13.8,600,510,90,36,4,81,37,32,49,21,18,5,379,76,145,502,75,13,4,3,439,1,13,10,14,Matches
271,Ramy Bensebaini,ALG,DF,M'Gladbach,Bundesliga,25,1995,20.1,1210,1029,181,39,1,139,22,14,0,0,0,0,798,248,164,783,229,39,142,5,1005,4,23,29,36,Matches
272,Josh Benson,ENG,MF,Burnley,Premier League,20,1999,2.9,85,82,3,1,0,14,0,4,0,0,0,0,55,16,14,2,73,7,2,0,62,0,0,0,5,Matches
273,Nabil Bentaleb,ALG,MF,Schalke 04,Bundesliga,25,1994,6.1,281,272,9,8,0,48,9,1,0,0,0,0,212,40,29,223,38,9,1,4,231,1,4,9,4,Matches
274,Rodrigo Bentancur,URU,MF,Juventus,Serie A,23,1997,25.8,1851,1779,72,50,5,278,53,8,16,5,8,0,1512,142,197,373,1396,50,5,3,1651,5,19,32,28,Matches
275,Christian Benteke,BEL,FW,Crystal Palace,Premier League,29,1990,20.2,574,554,20,1,1,276,4,6,0,0,0,0,238,162,174,27,303,61,1,16,366,4,11,20,15,Matches
276,Karim Benzema,FRA,FW,Real Madrid,La Liga,32,1987,32.2,1248,1190,58,2,8,212,20,26,2,0,0,0,1007,157,84,218,979,20,1,16,1043,5,23,37,41,Matches
277,Yassine Benzia,ALG,"MF,FW",Dijon,Ligue 1,25,1994,4.5,201,172,29,12,0,49,10,7,10,3,7,0,132,27,42,29,160,7,0,2,154,1,4,11,3,Matches
278,Alessandro Berardi,ITA,GK,Hellas Verona,Serie A,29,1991,0.3,11,6,5,1,0,2,0,0,0,0,0,0,1,1,9,0,10,0,0,0,4,0,0,0,0,Matches
279,Domenico Berardi,ITA,"FW,MF",Sassuolo,Serie A,25,1994,27.5,1297,1196,101,39,7,243,54,64,55,19,17,7,905,135,257,1107,150,25,6,3,988,5,24,31,57,Matches
280,Gaetano Berardi,SUI,DF,Leeds United,Premier League,31,1988,1.3,56,51,5,0,1,3,1,1,0,0,0,0,40,6,10,10,38,2,5,0,46,1,1,1,1,Matches
281,Yuri Berchiche,ESP,DF,Athletic Club,La Liga,30,1990,18.7,1124,892,232,32,1,102,40,64,0,0,0,0,651,318,155,813,62,36,200,1,922,3,11,23,50,Matches
282,Álex Berenguer,ESP,MF,Torino,Serie A,25,1995,1.5,47,44,3,1,0,11,3,2,2,0,2,0,25,10,12,4,39,3,0,1,32,1,2,5,1,Matches
283,Álex Berenguer,ESP,"MF,FW",Athletic Club,La Liga,25,1995,25.3,917,800,117,24,4,146,35,63,82,32,21,5,565,145,207,97,754,29,11,8,620,5,29,26,59,Matches
